Symbol;Name;Market Capital;CEO;Employees;Headquarters;Founded;Industry;Source;Source Link
CFSB;CFSB Bancorp Inc. Common Stock;89322563.00;;27;112 E Allegan St Lansing, MI 48933 United States;;Banking;CNBC,Market Watch;https://www.marketwatch.com/investing/stock/CFSB/company-profile?mod=mw_quote_tab,https://www.cnbc.com/quotes/CFSB
CG;The Carlyle Group Inc. Common Stock;15987485452.00;;2,3;1001 Pennsylvania Avenue NW Suite 220 South Washington, DC 20004 United States;;Investment Advisors;CNBC,Market Watch;https://www.cnbc.com/quotes/CG,https://www.marketwatch.com/investing/stock/CG/company-profile?mod=mw_quote_tab
CGABL;The Carlyle Group Inc. 4.625% Subordinated Notes due 2061;5965964754.00;;2,3;1001 Pennsylvania Avenue NW Suite 220 South Washington, DC 20004 United States;;Investment Advisors;CNBC,Market Watch;https://www.marketwatch.com/investing/stock/CGABL/company-profile?mod=mw_quote_tab,https://www.cnbc.com/quotes/CGABL
CGAU;Centerra Gold Inc. Common Shares;1460935884.00;Paul Botond Stilicho Tomory;1,4;1 University Avenue, Suite 1800 Toronto, ON M5J 2P1 Canada;;Gold;CNBC,Market Watch;https://www.cnbc.com/quotes/CGAU,https://www.marketwatch.com/investing/stock/CGAU/company-profile?mod=mw_quote_tab
CGBD;Carlyle Secured Lending Inc. Common Stock;1006790168.00;;2,3;One Vanderbilt Avenue, Suite 3400 New York, NY 10017 United States;;Closed-End Funds;CNBC,Market Watch;https://www.cnbc.com/quotes/CGBD,https://www.marketwatch.com/investing/stock/CGBD/company-profile?mod=mw_quote_tab
CGBDL;Carlyle Secured Lending Inc. 8.20% Notes due 2028;1319009001.00;;2,3;One Vanderbilt Avenue, Suite 3400 New York, NY 10017 United States;;Closed-End Funds;CNBC,Market Watch;https://www.marketwatch.com/investing/stock/CGBDL/company-profile?mod=mw_quote_tab,https://www.cnbc.com/quotes/CGBDL
CGBS;Crown LNG Holdings Limited Ordinary Shares;31507424.00;Patrick Grove;4;3Rd Floor, 44 Esplanade Saint Helier JE4 9WG Jersey;;Oil & Gas Products/Services;CNBC,Market Watch;https://www.cnbc.com/quotes/CGBS,https://www.marketwatch.com/investing/stock/CGBS/company-profile?mod=mw_quote_tab
CGBSW;Crown LNG Holdings Limited Warrants;11901780.00;Patrick Grove;4;3Rd Floor, 44 Esplanade Saint Helier JE4 9WG Jersey;;Oil & Gas Products/Services;CNBC,Market Watch;https://www.cnbc.com/quotes/CGBSW,https://www.marketwatch.com/investing/stock/CGBSW/company-profile?mod=mw_quote_tab
CGC;Canopy Growth Corporation Common Shares;187500133.00;;1,029;1 Hershey Dr Smiths Falls, ON K7A 0A8 Canada;;Farming;CNBC,Market Watch;https://www.marketwatch.com/investing/stock/CGC/company-profile?mod=mw_quote_tab,https://www.cnbc.com/quotes/CGC
CGCTU;Cartesian Growth Corporation III Unit;0.00;Peter Yu;N/A;505 Fifth Avenue, 15Th Floor New York, NY 10017 United States;;Shell companies;CNBC,Market Watch;https://www.cnbc.com/quotes/CGCTU,https://www.marketwatch.com/investing/stock/CGCTU/company-profile?mod=mw_quote_tab
CGEM;Cullinan Therapeutics Inc. Common Stock;460904549.00;Owen Patrick Hughes Jr.;;One Main Street, Suite 1350 Cambridge, MA 02142 United States;;;CNBC,Market Watch;https://www.cnbc.com/quotes/CGEM,https://www.marketwatch.com/investing/stock/CGEM/company-profile?mod=mw_quote_tab
CGEN;Compugen Ltd. Ordinary Shares;135593824.00;;;Azrieli Center, 26 Harokmim St., Bldg D Holon 5885849 Israel;;;CNBC;https://www.cnbc.com/quotes/CGEN
CGNT;Cognyte Software Ltd. Ordinary Shares;768492120.00;;;33 MaskitSt. Herzliya 4673333 Israel;;;CNBC;https://www.cnbc.com/quotes/CGNT
CGNX;Cognex Corporation Common Stock;4988941202.00;;;One Vision Drive Natick, MA 01760 United States;;;CNBC;https://www.cnbc.com/quotes/CGNX
CGO;Calamos Global Total Return Fund Common Stock;0.00;;;2020 Calamos Court C/O Calamos Advisors Llc Naperville, IL 60563 United States;;;CNBC;https://www.cnbc.com/quotes/CGO
CGON;CG Oncology Inc. Common stock;1939171836.00;Arthur Kuan;;400 Spectrum Center Drive, Suite 2040 Irvine, CA 92618 United States;;;CNBC;https://www.cnbc.com/quotes/CGON
CGTL;Creative Global Technology Holdings Limited Class A Ordinary Shares;19936875.00;Shangzhao Hong;;26 Hung To Road Kwun Tong, Unit 03, 22/F, Westin Centre Kowloon 999077 Hong Kong;;;CNBC;https://www.cnbc.com/quotes/CGTL
CGTX;Cognition Therapeutics Inc. Common Stock;18405735.00;;;Suite 261, 2403 Sidney Street Pittsburgh, PA 15203 United States;;;CNBC;https://www.cnbc.com/quotes/CGTX
CHA;Chagee Holdings Limited American Depositary Shares;3503328752.00;Junjie Zhang;;P.O. Box 2547 Shanghai, SHA 610000 China;;;CNBC;https://www.cnbc.com/quotes/CHA
CHAC;Crane Harbor Acquisition Corp. Class A Ordinary Shares;0.00;;;1845 Walnut Street, Suite 1111 Philadelphia, PA 19103 United States;;;CNBC;https://www.cnbc.com/quotes/CHAC
CHACR;Crane Harbor Acquistion Corp. Rights;0.00;;;1845 Walnut Street, Suite 1111 Philadelphia, PA 19103 United States;;;CNBC;https://www.cnbc.com/quotes/CHACR
CHACU;Crane Harbor Acquisition Corp. Units;0.00;;;1845 Walnut Street, Suite 1111 Philadelphia, PA 19103 United States;;;CNBC;https://www.cnbc.com/quotes/CHACU
CHAR;Charlton Aria Acquisition Corporation Class A Ordinary Shares;0.00;Robert Garner;;419 Webster St Monterey, CA 93940 United States;;;CNBC;https://www.cnbc.com/quotes/CHAR
CHCI;Comstock Holding Companies Inc. Class A Common Stock;91217838.00;Christopher Clemente;;1900 Reston Metro Plaza, 10Th Floor Reston, VA 20190 United States;;;CNBC;https://www.cnbc.com/quotes/CHCI
CHCO;City Holding Company Common Stock;1711253500.00;;;25 GATEWATER ROAD P O Box 7520 Charleston, WV 25313 United States;;;CNBC;https://www.cnbc.com/quotes/CHCO
CHCT;Community Healthcare Trust Incorporated Common Stock;449153797.00;;;3326 Aspen Grove Dr Ste 150 Franklin, TN 37067-2870 United States;;;CNBC;https://www.cnbc.com/quotes/CHCT
CHD;Church & Dwight Company Inc. Common Stock;23627847520.00;;;Princeton South Corporate Center 500 Charles Ewing Boulevard Ewing, NJ 08628 United States;;;CNBC;https://www.cnbc.com/quotes/CHD
CHDN;Churchill Downs Incorporated Common Stock;6734921284.00;;;600 N. Hurstbourne Parkway, Suite 400 Louisville, KY 40222 United States;;;CNBC;https://www.cnbc.com/quotes/CHDN
CHE;Chemed Corp;8332515202.00;;;255 E. Fifth Street,, Suite 2600, Cincinnati, OH 45202 United States;;;CNBC;https://www.cnbc.com/quotes/CHE
CHEB;Chenghe Acquisition II Co. Class A Ordinary Shares;0.00;Shibin Wang;;38 Beach Road #29-11, South Beach Tower 189767 Singapore;;;CNBC;https://www.cnbc.com/quotes/CHEB
CHEF;The Chefs' Warehouse Inc. Common Stock;2527666352.00;Christopher Pappas;;100 E Ridge Rd Ridgefield, CT 06877-4623 United States;;;CNBC;https://www.cnbc.com/quotes/CHEF
CHEK;Check-Cap Ltd. Ordinary Share;4958528.00;;;29 Abba Hushi Ave.,  Isfiya P.O.Box 1271 3009000 Israel;;;CNBC;https://www.cnbc.com/quotes/CHEK
CHGG;Chegg Inc. Common Stock;104449700.00;;;3990 Freedom Cir Santa Clara, CA 95054-1204 United States;;;CNBC;https://www.cnbc.com/quotes/CHGG
CHH;Choice Hotels International Inc. Common Stock;6339939402.00;;;915 MEETING STREET, SUITE 600 North Bethesda, MD 20852 United States;;;CNBC;https://www.cnbc.com/quotes/CHH
CHI;Calamos Convertible Opportunities and Income Fund Common Stock;0.00;;;2020 Calamos Court C/O Calamos Advisors Llc Naperville, IL 60563-3284 United States;;;CNBC;https://www.cnbc.com/quotes/CHI
CHKP;Check Point Software Technologies Ltd. Ordinary Shares;24692851651.00;;;5 Shlomo Kaplan Street Tel Aviv-yafo 6789159 Israel;;;CNBC;https://www.cnbc.com/quotes/CHKP
CHMG;Chemung Financial Corp Common Stock;223851887.00;;;One Chemung Canal Plz, P O Box 1522 Elmira, NY 14902 United States;;;CNBC;https://www.cnbc.com/quotes/CHMG
CHMI;Cherry Hill Mortgage Investment Corporation Common Stock;97322178.00;Jeffrey Lown II;;4000 Route 66, Suite 310 Tinton Falls, NJ 07753 United States;;;CNBC;https://www.cnbc.com/quotes/CHMI
CHMI^A;Cherry Hill Mortgage Investment Corporation 8.20% Series A Cumulative Redeemable Preferred Stock;;Jeffrey Lown II;;4000 Route 66, Suite 310 Tinton Falls, NJ 07753 United States;;;CNBC;https://www.cnbc.com/quotes/CHMI
CHMI^B;Cherry Hill Mortgage Investment Corporation 8.250% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock;;Jeffrey Lown II;;4000 Route 66, Suite 310 Tinton Falls, NJ 07753 United States;;;CNBC;https://www.cnbc.com/quotes/CHMI
CHN;China Fund Inc. (The) Common Stock;0.00;;;50 Post Office Square Boston, MA 02110 United States;;;CNBC;https://www.cnbc.com/quotes/CHN
CHNR;China Natural Resources Inc. Common Stock;5736944.00;Wah On Wong;;168-200 Connaught Road C Rm 2205 22F West Tower Shun Tak Centre Hong Kong - Hong Kong;;;CNBC;https://www.cnbc.com/quotes/CHNR
CHPT;ChargePoint Holdings Inc. Common Stock;331508392.00;;;240 East Hacienda Avenue Campbell, CA 95008 United States;;;CNBC;https://www.cnbc.com/quotes/CHPT
CHR;Cheer Holding Inc. Class A Ordinary Share;16989795.00;Bing Zhang;;Xinhua Tech Bldg 22Nd Floor, Block B No. 8 Tuofangying Road Beijing, BEJ 100016 China;;;CNBC;https://www.cnbc.com/quotes/CHR
CHRD;Chord Energy Corporation Common Stock;5177713696.00;;;1001 Fannin Street, Suite 1500 Houston, TX 77002 United States;;;CNBC;https://www.cnbc.com/quotes/CHRD
CHRO;Channel Therapeutics Corporation Common Stock;6397975.00;;;4400 Route 9 South, Suite 1000 Freehold, NJ 07728 United States;;;CNBC;https://www.cnbc.com/quotes/CHRO
CHRS;Coherus BioSciences Inc. Common Stock;87657150.00;Dennis Lanfear;;C/O DENNIS M. LANFEAR 201 REDWOOD SHORES PARKWAY, SUITE 200 Redwood City, CA 94065 United States;;;CNBC;https://www.cnbc.com/quotes/CHRS
CHRW;C.H. Robinson Worldwide Inc. Common Stock;11368457057.00;;;14701 Charlson Rd Eden Prairie, MN 55347-5076 United States;;;CNBC;https://www.cnbc.com/quotes/CHRW
CHSCL;CHS Inc Class B Cumulative Redeemable Preferred Stock Series 4;318458478.00;;;5500 Cenex Dr Inver Grove Heights, MN 55077-1721 United States;;;CNBC;https://www.cnbc.com/quotes/CHSCL
CHSCM;CHS Inc Class B Reset Rate Cumulative Redeemable Preferred Stock Series 3;307045515.00;;;5500 Cenex Dr Inver Grove Heights, MN 55077-1721 United States;;;CNBC;https://www.cnbc.com/quotes/CHSCM
CHSCN;CHS Inc Preferred Class B Series 2 Reset Rate;311708876.00;;;5500 Cenex Dr Inver Grove Heights, MN 55077-1721 United States;;;CNBC;https://www.cnbc.com/quotes/CHSCN
CHSCO;CHS Inc. Class B Cumulative Redeemable Preferred Stock;322385519.00;;;5500 Cenex Dr Inver Grove Heights, MN 55077-1721 United States;;;CNBC;https://www.cnbc.com/quotes/CHSCO
CHSCP;CHS Inc. 8%  Cumulative Redeemable Preferred Stock;337602803.00;;;5500 Cenex Dr Inver Grove Heights, MN 55077-1721 United States;;;CNBC;https://www.cnbc.com/quotes/CHSCP
CHSN;Chanson International Holding Class A Ordinary Shares;13103859.00;Gang Li;;No. 26 Culture Road, Tianshan District Wulumuqi, XNJ 830017 China;;;CNBC;https://www.cnbc.com/quotes/CHSN
CHT;Chunghwa Telecom Co. Ltd.;34412032896.00;Chih-Cheng Chien;;No. 21-3, Section 1, Hsinyi Road Taipei 100 Taiwan;;;CNBC;https://www.cnbc.com/quotes/CHT
CHTR;Charter Communications Inc. Class A Common Stock New;57038407284.00;;;400 Washington Blvd. Stamford, CT 06902 United States;;;CNBC;https://www.cnbc.com/quotes/CHTR
CHW;Calamos Global Dynamic Income Fund Common Stock;0.00;;;C/O CALAMOS ADVISORS LLC 2020 CALAMOS COURT Naperville, IL 60563 United States;;;CNBC;https://www.cnbc.com/quotes/CHW
CHWY;Chewy Inc. Class A Common Stock;18166990886.00;;;7700 WEST SUNRISE BOULEVARD Plantation, FL 33322 United States;;;CNBC;https://www.cnbc.com/quotes/CHWY
CHX;ChampionX Corporation Common Stock ;4685472000.00;;;2445 TECHNOLOGY FOREST BLVD BUILDING 4, FLOOR 12 The Woodlands, TX 77381 United States;;;CNBC;https://www.cnbc.com/quotes/CHX
CHY;Calamos Convertible and High Income Fund Common Stock;0.00;;;C/O CALAMOS ADVISORS LLC 2020 CALAMOS COURT Naperville, IL 60563 United States;;;CNBC;https://www.cnbc.com/quotes/CHY
CI;The Cigna Group Common Stock;84414389226.00;David Cordani CPA;;900 Cottage Grove Road Bloomfield, CT 06002-2920 United States;;;CNBC;https://www.cnbc.com/quotes/CI
CIA;Citizens Inc. Class A Common Stock ($1.00 Par);193077369.00;;;11815 Alterra Pkwy, Suite 1500 Austin, TX 78758 United States;;;CNBC;https://www.cnbc.com/quotes/CIA
CIB;Grupo Cibest S.A. American Depositary Shares each representing four Preferred Shares;5297104889.00;;;Carrera 48, 26 - 85 Medellin Medellin Colombia;;;CNBC;https://www.cnbc.com/quotes/CIB
CICB;CION Investment Corporation 7.50% Notes due 2029;0.00;;;100 Park Avenue, 25Th Floor New York, NY 10017 United States;;;CNBC;https://www.cnbc.com/quotes/CICB
CIEN;Ciena Corporation Common Stock;11402926129.00;;;7035 Ridge Road Hanover, MD 21076 United States;;;CNBC;https://www.cnbc.com/quotes/CIEN
CIF;MFS Intermediate High Income Fund Common Stock;0.00;;;111 Huntington Avenue, 24th Floor Boston, MA 02199 United States;;;CNBC;https://www.cnbc.com/quotes/CIF
CIFR;Cipher Mining Inc. Common Stock;1288110453.00;;;1 Vanderbilt Avenue, Floor 54 New York, NY 10017 United States;;;CNBC;https://www.cnbc.com/quotes/CIFR
CIFRW;Cipher Mining Inc. Warrant;211591631.00;;;1 Vanderbilt Avenue, Floor 54 New York, NY 10017 United States;;;CNBC;https://www.cnbc.com/quotes/CIFRW
CIG;Comp En De Mn Cemig ADS American Depositary Shares;5351532144.00;;;Avenida Barbacena 1200, 16 / B1, Santo Agostinho Belo Horizonte 30.190-131 Brazil;;;CNBC;https://www.cnbc.com/quotes/CIG
CIGI;Colliers International Group Inc. Subordinate Voting Shares;5972565875.00;Jay Hennick;;1140 Bay Street, Suite 4000 Toronto, ON M5S 2B4 Canada;;;CNBC;https://www.cnbc.com/quotes/CIGI
CIGL;Concorde International Group Ltd Class A Ordinary Shares;133480531.00;Swee Kheng Chua;;3 Ang Mo Kio Street 62, #01-49 569139 Singapore;;;CNBC;https://www.cnbc.com/quotes/CIGL
CII;BlackRock Enhanced Large Cap Core Fund Inc. Common Stock;2938058802.00;;;100 BELLEVUE PARKWAY Wilmington, DE 19809 United States;;;CNBC;https://www.cnbc.com/quotes/CII
CIIT;Tianci International Inc. Common Stock;28898425.00;Shufang Gao;;No. 45-2, Jalan Usj 21/10, Subang Jaya, Subang Jaya 47640 Malaysia;;;CNBC;https://www.cnbc.com/quotes/CIIT
CIK;Credit Suisse Asset Management Income Fund Inc. Common Stock;0.00;;;Eleven Madison Avenue New York, NY 10010 United States;;;CNBC;https://www.cnbc.com/quotes/CIK
CIM;Chimera Investment Corporation Common Stock;1050999556.00;;;520 Madison Avenue, 32Nd Floor New York, NY 10022 United States;;;CNBC;https://www.cnbc.com/quotes/CIM
CIM^A;Chimera Investment Corporation 8.00% Series A Cumulative Redeemable Preferred Stock;;;;520 Madison Avenue, 32Nd Floor New York, NY 10022 United States;;;CNBC;https://www.cnbc.com/quotes/CIM
CIM^B;Chimera Investment Corporation 8.00% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock;;;;520 Madison Avenue, 32Nd Floor New York, NY 10022 United States;;;CNBC;https://www.cnbc.com/quotes/CIM
CIM^C;Chimera Investment Corporation 7.75% Series C Fixed-to-Floating Rate  Cumulative Redeemable  Preferred Stock;;;;520 Madison Avenue, 32Nd Floor New York, NY 10022 United States;;;CNBC;https://www.cnbc.com/quotes/CIM
CIM^D;Chimera Investment Corporation 8.00% Series D Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock;;;;520 Madison Avenue, 32Nd Floor New York, NY 10022 United States;;;CNBC;https://www.cnbc.com/quotes/CIM
CIMN;Chimera Investment Corporation 9.000% Senior Notes due 2029;1993134726.00;;;520 Madison Avenue, 32Nd Floor New York, NY 10022 United States;;;CNBC;https://www.cnbc.com/quotes/CIMN
CIMO;Chimera Investment Corporation 9.250% Senior Notes due 2029;0.00;;;520 Madison Avenue, 32Nd Floor New York, NY 10022 United States;;;CNBC;https://www.cnbc.com/quotes/CIMO
CINF;Cincinnati Financial Corporation Common Stock;22793755446.00;;;6200 S Gilmore Rd Fairfield, OH 45014 United States;;;CNBC;https://www.cnbc.com/quotes/CINF
CING;Cingulate Inc. Common Stock;15539310.00;Shane Schaffer Pharm.D.;;1901 W. 47Th Place Kansas City, KS 66205 United States;;;CNBC;https://www.cnbc.com/quotes/CING
CINGW;Cingulate Inc. Warrants;176197.00;Shane Schaffer Pharm.D.;;1901 W. 47Th Place Kansas City, KS 66205 United States;;;CNBC;https://www.cnbc.com/quotes/CINGW
CINT;CI&T Inc Class A Common Shares;847151390.00;;;R. Dr. Ricardo Benetton Martins , 1,000 Polis de Tecnologia - Predio 23B Campinas 13.086-902 Brazil;;;CNBC;https://www.cnbc.com/quotes/CINT
CIO;City Office REIT Inc. Common Stock;191298058.00;;;666 Burrard Street, Suite 3210 Vancouver, BC V6C 2X8 Canada;;;CNBC;https://www.cnbc.com/quotes/CIO
CIO^A;City Office REIT Inc. 6.625% Series A Cumulative Redeemable Preferred Stock;;;;666 Burrard Street, Suite 3210 Vancouver, BC V6C 2X8 Canada;;;CNBC;https://www.cnbc.com/quotes/CIO
CION;CION Investment Corporation Common Stock;504745905.00;;;100 Park Avenue, 25Th Floor New York, NY 10017 United States;;;CNBC;https://www.cnbc.com/quotes/CION
CISO;CISO Global Inc. Common Stock;39733279.00;David Jemmett;;6900 E. Camelback Road, Suite 900 Scottsdale, AZ 85251 United States;;;CNBC;https://www.cnbc.com/quotes/CISO
CISS;C3is Inc. Common Stock;2884938.00;;;331 Kifissias Avenue, Erithrea Athina 145 61 Greece;;;CNBC;https://www.cnbc.com/quotes/CISS
CIVB;Civista Bancshares Inc. Common Stock;342195538.00;;;100 East Water St, P O Box 5016 Sandusky, OH 44870 United States;;;CNBC;https://www.cnbc.com/quotes/CIVB
CIVI;Civitas Resources Inc. Common Stock;2559834069.00;;;555 - 17Th Street, Suite 3700 Denver, CO 80202 United States;;;CNBC;https://www.cnbc.com/quotes/CIVI
CIX;CompX International Inc. Common Stock;309934894.00;;;5430 Lbj Freeway, Suite 1700 Dallas, TX 75240-2620 United States;;;CNBC;https://www.cnbc.com/quotes/CIX
CJET;Chijet Motor Company Inc. Ordinary Shares;56528294.00;Hongwei Mu;;No. 8 Beijing S. Road Economic & Technology Development Zone Yantai, SDG 000000 China;;;CNBC;https://www.cnbc.com/quotes/CJET
CJMB;Callan JMB Inc. Common Stock;25123495.00;Wayne Williams;;244 Flightline Drive Spring Branch, TX 78070 United States;;;CNBC;https://www.cnbc.com/quotes/CJMB
CKPT;Checkpoint Therapeutics Inc. Common Stock;364613808.00;;;95 SAWYER ROAD, SUITE 110 Waltham, MA 02453 United States;;;CNBC;https://www.cnbc.com/quotes/CKPT
CKX;CKX Lands Inc. Common Stock;23500115.00;;;2417 Shell Beach Drive Lake Charles, LA 70601 United States;;;CNBC;https://www.cnbc.com/quotes/CKX
CL;Colgate-Palmolive Company Common Stock;75036798726.00;Noel Wallace;;300 PARK AVE New York, NY 10022-7402 United States;;;CNBC;https://www.cnbc.com/quotes/CL
CLAR;Clarus Corporation Common Stock;119813691.00;;;2084 E 3900 S Salt Lake City, UT 84124-1723 United States;;;CNBC;https://www.cnbc.com/quotes/CLAR
CLB;Core Laboratories Inc. Common Stock;508679845.00;Lawrence Bruno;;6316 Windfern Road Houston, TX 77040 United States;;;CNBC;https://www.cnbc.com/quotes/CLB
CLBK;Columbia Financial Inc. Common Stock;1489971366.00;;;19-01 State Rt 208 Fair Lawn, NJ 07410-2832 United States;;;CNBC;https://www.cnbc.com/quotes/CLBK
CLBR;Colombier Acquisition Corp. II Class A Ordinary Shares;0.00;Omeed Malik;;214 Brazilian Avenue, Suite 200-J Palm Beach, FL 33480 United States;;;CNBC;https://www.cnbc.com/quotes/CLBR
CLBT;Cellebrite DI Ltd. Ordinary Shares;4121279767.00;;;94 Shlomo Shmelzer Rd., P.O.B 3925 Petah Tikva 4970602 Israel;;;CNBC;https://www.cnbc.com/quotes/CLBT
CLCO;Cool Company Ltd. Common Shares;325583911.00;;;4 Burnaby Street Hamilton HM 11 Bermuda;;;CNBC;https://www.cnbc.com/quotes/CLCO
CLDI;Calidi Biotherapeutics Inc. Common Stock;13047675.00;;;4475 Executive Drive, Suite 200 San Diego, CA 92121 United States;;;CNBC;https://www.cnbc.com/quotes/CLDI
CLDT;Chatham Lodging Trust (REIT) Common Shares of Beneficial Interest;339460846.00;Jeffrey Fisher J.D.;;222 Lakeview Ave Ste 200 Palm Beach, FL 33480 United States;;;CNBC;https://www.cnbc.com/quotes/CLDT
CLDT^A;Chatham Lodging Trust (REIT) 6.625% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest;;Jeffrey Fisher J.D.;;222 Lakeview Ave Ste 200 Palm Beach, FL 33480 United States;;;CNBC;https://www.cnbc.com/quotes/CLDT
CLDX;Celldex Therapeutics Inc.;1351122804.00;;;53 Frontage Road, Suite 220 Hampton, NJ 08827 United States;;;CNBC;https://www.cnbc.com/quotes/CLDX
CLEU;China Liberal Education Holdings Limited Ordinary Shares;4612194.00;Ngai Ngai Lam;;Huateng Century Park Headquarters Building A, Level 2 Beijing, BEJ 102299 China;;;CNBC;https://www.cnbc.com/quotes/CLEU
CLF;Cleveland-Cliffs Inc. Common Stock;3205372195.00;Lourenco Goncalves;;200 Public Square, Ste. 3300 Cleveland, OH 44114-2315 United States;;;CNBC;https://www.cnbc.com/quotes/CLF
CLFD;Clearfield Inc. Common Stock;529725385.00;;;Suite 120, 5480 Nathan Lane North Plymouth, MN 55442 United States;;;CNBC;https://www.cnbc.com/quotes/CLFD
CLGN;CollPlant Biotechnologies Ltd Ordinary Shares;22107208.00;;;4 Oppenheimer Street, P.O. Box 4132 Rehovot 7670104 Israel;;;CNBC;https://www.cnbc.com/quotes/CLGN
CLH;Clean Harbors Inc. Common Stock;12136315423.00;;;42 Longwater Drive Norwell, MA 02061 United States;;;CNBC;https://www.cnbc.com/quotes/CLH
CLIK;Click Holdings Limited Class A Ordinary Share;9372100.00;Chun Sing Chan CPA;;5 Canton Road Tsim Sha Tsui Unit 709 7/F Ocean Center Kowloon Hong Kong;;;CNBC;https://www.cnbc.com/quotes/CLIK
CLIR;ClearSign Technologies Corporation Common Stock (DE);32507212.00;Colin Deller Ph.D.;;8023 E. 63Rd Place, Suite 101 Tulsa, OK 74133 United States;;;CNBC;https://www.cnbc.com/quotes/CLIR
CLLS;Cellectis S.A. American Depositary Shares;105977993.00;;;8, rue de la Croix Jarry Paris 75013 France;;;CNBC;https://www.cnbc.com/quotes/CLLS
CLM;Cornerstone Strategic Investment Fund Inc. Common Shares;0.00;;;225 Pictoria Drive, Suite 450 Cincinnati, OH 45246 United States;;;CNBC;https://www.cnbc.com/quotes/CLM
CLMB;Climb Global Solutions Inc. Common Stock;483109939.00;;;4 Industrial Way West, Suite 300 Eatontown, NJ 07724 United States;;;CNBC;https://www.cnbc.com/quotes/CLMB
CLMT;Calumet Inc. Common Stock;1225693801.00;;;1060 N Capitol Ave, Suite 6-401 Indianapolis, IN 46204-1044 United States;;;CNBC;https://www.cnbc.com/quotes/CLMT
CLNE;Clean Energy Fuels Corp. Common Stock;413236181.00;;;4675 Macarthur Court, Suite 800 Newport Beach, CA 92660 United States;;;CNBC;https://www.cnbc.com/quotes/CLNE
CLNN;Clene Inc. Common Stock;21289110.00;;;6550 South Millrock Drive, Suite G50 Salt Lake City, UT 84121 United States;;;CNBC;https://www.cnbc.com/quotes/CLNN
CLNNW;Clene Inc. Warrant;252415.00;;;6550 South Millrock Drive, Suite G50 Salt Lake City, UT 84121 United States;;;CNBC;https://www.cnbc.com/quotes/CLNNW
CLOV;Clover Health Investments Corp. Class A Common Stock;1623443893.00;;;30 Montgomery Street Jersey City, NJ 07302 United States;;;CNBC;https://www.cnbc.com/quotes/CLOV
CLPR;Clipper Realty Inc. Common Stock;63617391.00;;;4611 12th Ave Ste 1L Brooklyn, NY 11219 United States;;;CNBC;https://www.cnbc.com/quotes/CLPR
CLPS;CLPS Incorporation Common Stock;27559478.00;;;Unit 702, 7/F, Millennium City 2 No. 378 Kwun Tong Road, Kwun Tong, Kowloon Hong Kong;;;CNBC;https://www.cnbc.com/quotes/CLPS
CLPT;ClearPoint Neuro Inc. Common Stock;332791517.00;;;120 S. SIERRA AVENUE, SUITE 100 Solana Beach, CA 92075 United States;;;CNBC;https://www.cnbc.com/quotes/CLPT
CLRB;Cellectar Biosciences Inc.  Common Stock;11478497.00;;;100 Campus Drive Florham Park, NJ 07932 United States;;;CNBC;https://www.cnbc.com/quotes/CLRB
CLRO;ClearOne Inc. (DE) Common Stock;10269832.00;;;SUITE 500, 5225 WILEY POST WAY Salt Lake City, UT 84116 United States;;;CNBC;https://www.cnbc.com/quotes/CLRO
CLS;Celestica Inc. Common Stock;13853635827.00;;;5140 Yonge Street, Suite 1900 Toronto, ON M2N 6L7 Canada;;;CNBC;https://www.cnbc.com/quotes/CLS
CLSD;Clearside Biomedical Inc. Common Stock;67062467.00;;;900 North Point Parkway, Suite 200 Alpharetta, GA 30005 United States;;;CNBC;https://www.cnbc.com/quotes/CLSD
CLSK;CleanSpark Inc. Common Stock;2629634492.00;;;10624 S. Eastern Ave., Suite A - 638 Henderson, NV 89052 United States;;;CNBC;https://www.cnbc.com/quotes/CLSK
CLSKW;CleanSpark Inc. Warrant;110972823.00;;;10624 S. Eastern Ave., Suite A - 638 Henderson, NV 89052 United States;;;CNBC;https://www.cnbc.com/quotes/CLSKW
CLST;Catalyst Bancorp Inc. Common Stock;48682228.00;;;235 N. Court Street Opelousas, LA 70570 United States;;;CNBC;https://www.cnbc.com/quotes/CLST
CLVT;Clarivate Plc Ordinary Shares;2786994528.00;;;70 St. Mary Axe London EC3A 8BE United Kingdom;;;CNBC;https://www.cnbc.com/quotes/CLVT
CLW;Clearwater Paper Corporation Common Stock;470275289.00;;;SUITE 1100, 601 WEST RIVERSIDE AVENUE Spokane, WA 99201 United States;;;CNBC;https://www.cnbc.com/quotes/CLW
CLWT;Euro Tech Holdings Company Limited Common Stock;8509538.00;T. Leung;;Chang Hong Centre 65 Wong Chuk Hang Road C/O Euro Tech (Far East) Ltd 18 F Gee 00000 Hong Kong;;;CNBC;https://www.cnbc.com/quotes/CLWT
CLX;Clorox Company (The) Common Stock;16131327380.00;Linda Rendle;;1221 Broadway Oakland, CA 94612-1888 United States;;;CNBC;https://www.cnbc.com/quotes/CLX
CLYM;Climb Bio Inc. Common Stock;79739405.00;;;20 WILLIAM STREET, SUITE 145 Wellesley Hills, MA 02481 United States;;;CNBC;https://www.cnbc.com/quotes/CLYM
